,TX.QTY.MRCH.XD.WD,ST.INT.ARVL,TX.VAL.MRCH.CD.WT,SP.RUR.TOTL.ZG,SH.STA.ODFC.ZS,SH.STA.BASS.ZS,TM.QTY.MRCH.XD.WD,SP.RUR.TOTL.ZS,SP.POP.GROW,TM.VAL.MRCH.XD.WD,SP.RUR.TOTL,EN.POP.DNST,TM.VAL.MRCH.CD.WT,SP.URB.TOTL,SP.URB.GROW,PA.NUS.FCRF,EG.ELC.ACCS.ZS,AG.LND.TOTL.K2,SH.TBS.INCD,TX.VAL.MRCH.XD.WD,SH.TBS.CURE.ZS,NY.ADJ.DMIN.CD,AG.LND.FRST.K2,TX.UVI.MRCH.XD.WD,SH.H2O.SMDW.ZS,AG.LND.FRST.ZS,EG.ELC.ACCS.UR.ZS,TM.UVI.MRCH.XD.WD,SH.TBS.DTEC.ZS,NY.ADJ.DNGY.CD,EG.ELC.ACCS.RU.ZS,TT.PRI.MRCH.XD.WD,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SH.H2O.BASW.ZS
MNP,28.311038752571427,461100.0,293380952.38095236,-0.7634990707619047,0.20509671361904763,77.39562280761905,61.09345848047619,9.04,0.1619010035714286,82.1103569804762,5074.380952380952,121.98716355714288,498428571.4285714,51039.71428571428,0.2540544062857143,1.0,99.98014795238095,460.0,86.80952380952381,28.851959544666677,85.05,0.0,292.1190476190477,128.10342014000003,86.48690938285715,63.50414078666666,99.94794355142858,147.35643199999998,87.0,0.0,100.0,88.22683512857144,90.96,56114.09523809524,98.79002094523813
