,ST.INT.ARVL,SE.PRM.AGES,NY.GDP.PCAP.CD,SP.RUR.TOTL.ZG,SP.DYN.LE00.MA.IN,SH.STA.ODFC.ZS,SH.STA.BASS.ZS,SP.RUR.TOTL.ZS,SP.POP.GROW,SP.DYN.TFRT.IN,PA.NUS.ATLS,SP.RUR.TOTL,SP.DYN.LE00.IN,EN.POP.DNST,SP.URB.TOTL,SP.URB.GROW,PA.NUS.FCRF,EG.ELC.ACCS.ZS,IT.CEL.SETS.P2,AG.LND.TOTL.K2,SP.DYN.LE00.FE.IN,SE.PRE.DURS,NY.GDP.MKTP.CN,SE.SEC.DURS,IT.MLT.MAIN,SH.STA.SMSS.ZS,SM.POP.REFG,NY.ADJ.DMIN.CD,IT.CEL.SETS,AG.LND.FRST.K2,SE.COM.DURS,SP.DYN.CBRT.IN,SH.H2O.SMDW.ZS,SG.GEN.PARL.ZS,NY.GDP.PCAP.CN,NY.ADJ.DFOR.CD,AG.LND.FRST.ZS,EG.ELC.ACCS.UR.ZS,IT.MLT.MAIN.P2,SE.PRM.DURS,NY.GDP.MKTP.CD,EG.ELC.ACCS.RU.ZS,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SH.H2O.BASW.ZS,NY.ADJ.AEDU.GN.ZS,SP.DYN.CDRT.IN,SE.SEC.AGES
LIE,63938.09581904761,7.0,134952.22558700002,0.7787338546666663,79.33809523809522,0.0,99.95000000000003,85.44180952380951,0.7229717476666667,1.4976190476190476,1.140507857142857,30738.14285714286,81.55180023238094,224.82113095238097,5233.238095238095,0.40474355447619054,1.1302050378636361,100.0,91.92320362999999,160.0,83.87619047619049,3.1363636363636362,5297220000.0,7.0,18246.285714285714,98.75,137.66666666666666,0.0,33493.28571428572,66.99714285714286,9.0,10.238095238095237,100.0,18.181818181818183,147033.56376499997,216693.2411915,41.87321428571429,100.0,51.044609983333345,5.0,4893349682.6,100.0,14.558190476190475,35971.380952380954,100.0,2.6884484937999997,6.647619047619047,12.0
