,NY.GSR.NFCY.CD,NY.GDP.PCAP.CN,NY.GNP.MKTP.CN,EG.ELC.ACCS.ZS,NY.GSR.NFCY.CN,NY.GDP.PCAP.KD,AG.LND.FRST.K2,SP.URB.GROW,PA.NUS.FCRF,NY.GDP.MKTP.KN,NY.GDP.DEFL.KD.ZG.AD,NY.GNP.PCAP.CD,EG.ELC.ACCS.UR.ZS,NY.GDP.PCAP.KN,SP.RUR.TOTL.ZS,SP.POP.GROW,PA.NUS.ATLS,NY.GDP.MKTP.KD.ZG,NY.GDP.DEFL.KD.ZG,AG.LND.FRST.ZS,NY.GDP.MKTP.CN,SP.RUR.TOTL.ZG,NY.GDP.MKTP.KD,EN.POP.DNST,NY.GDP.PCAP.KD.ZG,NY.GNP.PCAP.CN,NY.GDP.MKTP.CD,NY.ADJ.DMIN.CD,NY.GNP.MKTP.CN.AD,NY.GDP.PCAP.CD,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,NY.GNP.MKTP.CD,NY.GDP.DEFL.ZS.AD,SP.RUR.TOTL,NY.GDP.MKTP.CN.AD,SP.URB.TOTL,NY.GNP.ATLS.CD,NY.GDP.DEFL.ZS,AG.LND.TOTL.K2,EG.ELC.ACCS.RU.ZS
IMN,-225261230.7815,40078.999394,3184533650.0,100.0,-150550300.0,70866.55250850001,34.60000000000001,0.6335050333809524,0.6511163190454545,3834093480.0,4.769370879799999,58222.5,100.0,46382.158616999994,47.879,0.5349854710476191,0.6463809322380952,4.596218370449999,4.769370879799999,6.070175438999998,3335083950.0,0.4267208498095238,5858049625.75,144.42940684761905,4.03600138795,38295.793534,5113165447.5,0.0,3184533650.0,61499.70758199999,52.120999999999995,82324.76190476191,4887904216.75,81.42307028549999,39411.42857142857,3335083950.0,42913.333333333336,4838492027.15,81.42307028549999,570.0,100.0
