,SP.DYN.LE00.MA.IN,NY.GDP.COAL.RT.ZS,DT.TDS.DIMF.CD,SP.POP.GROW,SP.DYN.TFRT.IN,SP.DYN.LE00.IN,FP.CPI.TOTL,DT.DOD.DSTC.CD,DT.NFL.NIFC.CD,PA.NUS.FCRF,DT.TDS.DECT.CD,FM.AST.DOMS.CN,FI.RES.XGLD.CD,SP.DYN.LE00.FE.IN,NY.GDP.TOTL.RT.ZS,PA.NUS.PRVT.PP,NY.GDP.NGAS.RT.ZS,NY.GDP.MINR.RT.ZS,NY.GDP.FRST.RT.ZS,NY.ADJ.DMIN.CD,FD.RES.LIQU.AS.ZS,DT.DOD.DSTC.IR.ZS,NY.ADJ.DKAP.CD,SP.DYN.CBRT.IN,FI.RES.TOTL.DT.ZS,DT.DOD.DSTC.ZS,FI.RES.TOTL.CD,DT.DOD.DECT.CD,NY.GDP.PETR.RT.ZS,NY.ADJ.DNGY.CD,FM.LBL.BMNY.CN,DT.DOD.DIMF.CD,FM.AST.NFRG.CN,SP.POP.TOTL,SP.DYN.CDRT.IN,SG.LAW.INDX
XKX,67.92380952380952,0.7907201249,13818646.61904762,0.07543043452380953,2.3147619047619052,70.06550522714285,103.8731090175,424686130.9428571,385595.7880952381,0.81909059955,120292663.35238096,1049044789.8615,718053824.5363637,72.3142857142857,0.8991557058499999,0.35565581465000007,0.0,0.10843558099999999,0.0,4951292.8876,12.759799021285714,49.80057416380952,697841881.29,18.476190476190474,183.00468724809522,21.493066666666664,718053824.5363637,1323273248.5,0.0,5174395.093925001,1832753515.8849998,147005048.47142857,1303121671.1799998,1757935.9523809524,7.07142857142857,87.07386363636364
