,NY.GSR.NFCY.CD,NY.GDP.PCAP.CN,TX.UVI.MRCH.XD.WD,TM.VAL.MRCH.R2.ZS,SP.DYN.CBRT.IN,NY.GDP.FCST.CD,NE.CON.TOTL.ZS,NE.CON.PRVT.CD,TX.VAL.MRCH.R3.ZS,TM.VAL.MRCH.OR.ZS,NY.GNP.MKTP.CN,NY.GDP.DISC.CN,NY.ADJ.DCO2.CD,NV.IND.TOTL.ZS,NE.IMP.GNFS.CD,NE.DAB.TOTL.CD,IT.MLT.MAIN,EG.ELC.ACCS.ZS,AG.PRD.FOOD.XD,TX.VAL.MRCH.R6.ZS,TM.VAL.MRCH.R3.ZS,SP.DYN.CDRT.IN,NY.GSR.NFCY.CN,NY.GDP.FCST.CN,NE.CON.PRVT.CN,IT.CEL.SETS,AG.LND.FRST.K2,TX.VAL.MRCH.OR.ZS,TM.VAL.MRCH.AL.ZS,SP.URB.GROW,PA.NUS.FCRF,NV.SRV.TOTL.ZS,NV.AGR.TOTL.CN,NE.CON.TOTL.CD,NE.CON.GOVT.CN,TX.VAL.MRCH.XD.WD,TM.VAL.MRCH.RS.ZS,NE.RSB.GNFS.CN,IT.NET.BBND.P2,EG.ELC.ACCS.UR.ZS,AG.PRD.CROP.XD,TX.VAL.MRCH.WL.CD,TM.VAL.MRCH.R5.ZS,TM.UVI.MRCH.XD.WD,NY.TAX.NIND.CD,NV.IND.MANF.CD,NE.IMP.GNFS.ZS,NE.DAB.TOTL.CN,IT.MLT.MAIN.P2,TX.VAL.MRCH.HI.ZS,TM.QTY.MRCH.XD.WD,SP.RUR.TOTL.ZS,SP.POP.GROW,SP.DYN.TFRT.IN,PA.NUS.ATLS,NY.GDS.TOTL.ZS,NV.IND.TOTL.CN,NV.AGR.TOTL.CD,AG.LND.FRST.ZS,BX.TRF.PWKR.CD.DT,IT.NET.BBND,SP.DYN.LE00.FE.IN,NY.TRF.NCTR.CN,NY.GDP.MKTP.CN,NV.SRV.TOTL.CN,NE.RSB.GNFS.ZS,NE.EXP.GNFS.CD,SP.RUR.TOTL.ZG,SP.DYN.LE00.MA.IN,NY.GDS.TOTL.CN,NV.IND.TOTL.CD,NE.GDI.TOTL.CN,AG.PRD.LVSK.XD,EN.POP.DNST,TX.VAL.MRCH.RS.ZS,TM.VAL.MRCH.R4.ZS,TM.VAL.MRCH.WL.CD,NY.TRF.NCTR.CD,NY.GNP.PCAP.CN,NY.GDP.MKTP.CD,NY.ADJ.DNGY.CD,NV.SRV.TOTL.CD,NE.DAB.TOTL.ZS,TM.VAL.MRCH.R6.ZS,NY.TAX.NIND.CN,NY.ADJ.DMIN.CD,NV.IND.MANF.CN,NE.RSB.GNFS.CD,TX.QTY.MRCH.XD.WD,TM.VAL.MRCH.R1.ZS,NY.GDP.PCAP.CD,NV.AGR.TOTL.ZS,NE.IMP.GNFS.CN,TX.VAL.MRCH.R2.ZS,TT.PRI.MRCH.XD.WD,TM.VAL.MRCH.HI.ZS,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SH.H2O.BASW.ZS,NY.GNP.MKTP.CD,NE.GDI.TOTL.ZS,TM.VAL.MRCH.XD.WD,SP.RUR.TOTL,SP.DYN.LE00.IN,NY.GDS.TOTL.CD,NV.IND.MANF.ZS,NE.TRD.GNFS.ZS,NE.GDI.TOTL.CD,NE.EXP.GNFS.CN,NE.CON.PRVT.ZS,NE.CON.GOVT.CD,BX.TRF.PWKR.DT.GD.ZS,NE.CON.GOVT.ZS,TX.VAL.MRCH.R1.ZS,SP.URB.TOTL,NE.EXP.GNFS.ZS,NE.CON.TOTL.CN,IT.CEL.SETS.P2,AG.LND.TOTL.K2,EG.ELC.ACCS.RU.ZS
FRO,69676345.861,284671.98134999996,144.3386328,1.9670081133333335,13.566666666666663,1939419997.3,80.3689841035,1104179472.8700001,1.19230517805,12.44884225747619,14070430000.0,-1.1899828677996993e-08,18799295.4675,16.793844407,1155613064.325,2280445602.25,20920.380952380954,100.0,96.5034996005,2.7882197971428573,1.197220146142857,7.976190476190476,432995000.0,11934715000.0,6751480000.0,49499.857142857145,0.8000000000000002,18.834815662809525,0.07993775504761905,1.041203490809524,6.3007101500000005,55.6252357535,2079530000.0,1767060012.325,4047725000.0,189.6692243142857,0.940060304047619,-341115000.0,26.94811537585,100.0,97.2694995755,1004036716.4761904,0.29160290000000005,137.68880961333335,277756300.485,129879965.34950002,52.27193317949999,13978550000.0,43.77696204047619,81.16395929380953,121.88155734,59.56428571428571,0.24361270604761903,2.5,6.301359628761905,19.631015896500006,2275320000.0,332678682.4850001,0.057306590000000025,53699468.863,12957.4,83.14761904761906,895375000.0,13637435000.0,7579865000.0,-3.7458783259,1092345860.425,-0.2683936673333333,78.29047619047618,2838220000.0,367949027.415,3179335000.0,96.41050110100001,34.27875562761904,0.001225042904761905,0.08819677261904761,1000296566.3333334,144090944.29599997,293710.88521499996,2217178441.05,0.0,1238792018.33,103.745854843,0.2393794393809523,1702705000.0,0.0,805020000.0,-63267203.93492,128.4408410285714,8.665434886142858,46271.814161999995,14.854012610749999,7090670000.0,9.259688906952382,104.6244367314286,86.61109743904763,40.43571428571429,47853.142857142855,100.0,2286854640.7,23.376870738999997,169.58156986285715,28495.809523809523,80.65981417047617,450118428.73999995,5.99078153205,100.79798802600001,513385589.9150001,6749555000.0,50.70632732650001,662879101.9799999,2.7397773896,29.662574990000003,5.3635313726666665,19357.333333333332,48.526054855,10799215000.0,103.24603677714285,1396.0,100.0
