,TX.VAL.MRCH.R5.ZS,TX.UVI.MRCH.XD.WD,TM.VAL.MRCH.R2.ZS,SH.H2O.SMDW.ZS,TX.VAL.MRCH.R3.ZS,TM.VAL.MRCH.OR.ZS,SE.SEC.DURS,NY.ADJ.DCO2.CD,EG.ELC.ACCS.ZS,TX.VAL.MRCH.R6.ZS,TM.VAL.MRCH.R3.ZS,SE.SEC.AGES,IT.CEL.SETS,TX.VAL.MRCH.OR.ZS,TM.VAL.MRCH.AL.ZS,SP.URB.GROW,PA.NUS.FCRF,TX.VAL.MRCH.XD.WD,TM.VAL.MRCH.RS.ZS,EG.ELC.ACCS.UR.ZS,TX.VAL.MRCH.WL.CD,TM.VAL.MRCH.R5.ZS,TM.UVI.MRCH.XD.WD,TX.VAL.MRCH.HI.ZS,TM.QTY.MRCH.XD.WD,SP.RUR.TOTL.ZS,SP.POP.GROW,SE.PRE.DURS,SH.STA.ODFC.ZS,SH.STA.BASS.ZS,EN.POP.DNST,TX.VAL.MRCH.RS.ZS,TM.VAL.MRCH.R4.ZS,SE.COM.DURS,TM.VAL.MRCH.WL.CD,SE.PRM.DURS,NY.ADJ.DNGY.CD,TM.VAL.MRCH.R6.ZS,NY.ADJ.DMIN.CD,TX.VAL.MRCH.R4.ZS,TX.QTY.MRCH.XD.WD,TM.VAL.MRCH.R1.ZS,SH.H2O.SMDW.UR.ZS,SE.PRM.AGES,TX.VAL.MRCH.R2.ZS,TT.PRI.MRCH.XD.WD,TM.VAL.MRCH.HI.ZS,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SH.H2O.BASW.ZS,TX.VAL.MRCH.AL.ZS,TM.VAL.MRCH.XD.WD,SP.RUR.TOTL,SH.STA.ODFC.UR.ZS,SH.STA.BASS.UR.ZS,TX.VAL.MRCH.R1.ZS,SP.URB.TOTL,SH.H2O.BASW.UR.ZS,IT.CEL.SETS.P2,AG.LND.TOTL.K2,EG.ELC.ACCS.RU.ZS
GIB,0.20644042695238096,110.98431250809521,11.158015368,100.0,1.5871612421904757,16.115844164333332,4.136363636363637,14368402.884200001,100.0,5.551742657571428,0.2829620668571428,11.0,27914.8,12.966989876428572,0.847916941047619,0.4697712375714286,0.6511163190454545,190.8360045309524,0.01977455795238157,100.0,437553314.28571427,2.879765330523809,189.17835525285716,86.67159768476189,80.4006611933333,0.0,0.4697712375714286,1.4285714285714286,0.0,100.0,3324.509523809525,0.3614124396190477,0.6179945812857143,10.0,8607898685.571428,6.0,0.0,0.6957104405238095,0.0,2.7479137422857143,175.89250070476197,0.4813963766666666,100.0,5.0,2.051536699095238,63.61835368666667,83.86438127714285,100.0,33245.09523809524,100.0,3.9300154637142866,142.04303120809524,0.0,0.0,100.0,0.8221951097142857,33245.09523809524,100.0,83.3710953585,10.0,100.0
