,SE.COM.DURS,NY.ADJ.DMIN.CD,SE.SEC.DURS,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,ST.INT.TVLX.CD,SE.PRM.DURS,SP.URB.GROW,EG.ELC.ACCS.UR.ZS,EG.ELC.ACCS.ZS,SP.RUR.TOTL.ZS,SP.POP.GROW,SP.RUR.TOTL,EN.POP.DNST,SE.SEC.AGES,ST.INT.ARVL,SE.PRM.AGES,AG.LND.TOTL.K2,ST.INT.TVLR.CD,SP.URB.TOTL
SXM,13.333333333333334,0.0,5.0,100.0,35472.619047619046,92047619.04761904,6.0,1.4682392732857144,99.95237441285714,99.99697258380952,0.0,1.4682392732857144,0.0,1043.312325009524,12.0,1880750.0,6.0,34.0,650047619.0476191,35472.619047619046
