,BX.KLT.DINV.CD.WD,SP.RUR.TOTL.ZG,SE.PRM.PRIV.ZS,SE.SEC.AGES,IT.MLT.MAIN,TT.PRI.MRCH.XD.WD,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SH.H2O.BASW.ZS,SE.PRM.DURS,NY.ADJ.DNGY.CD,EG.ELC.ACCS.RU.ZS,SE.COM.DURS,TM.QTY.MRCH.XD.WD,SP.RUR.TOTL.ZS,SP.POP.GROW,SE.PRM.ENRR,SP.URB.GROW,SE.PRM.ENRR.FE,AG.LND.TOTL.K2,TX.QTY.MRCH.XD.WD,ST.INT.ARVL,SE.SEC.ENRL,SE.PRM.AGES,SP.URB.TOTL,SE.PRM.ENRR.MA,NY.ADJ.DMIN.CD,EG.ELC.ACCS.UR.ZS,BM.KLT.DINV.CD.WD,TX.UVI.MRCH.XD.WD,SH.TBS.INCD,SE.PRM.ENRL,SE.PRE.DURS,EG.ELC.ACCS.ZS,TM.VAL.MRCH.XD.WD,SP.RUR.TOTL,AG.LND.FRST.K2,AG.LND.FRST.ZS,EN.POP.DNST,SE.SEC.DURS,NY.ADJ.DCO2.CD,TX.VAL.MRCH.XD.WD,TM.UVI.MRCH.XD.WD,SE.ENR.PRIM.FM.ZS,IT.MLT.MAIN.P2
VGB,36196431832.85714,1.3540354927619047,25.470440196499997,12.0,12093.857142857143,64.63783810619046,44.93504761904761,26294.0,98.45244618333336,7.0,0.0,98.45623161666667,12.0,59.69643885619048,55.064952380952384,1.9620710037619042,111.614037325,2.705507071190476,109.94297675500002,150.0,92.56109713190479,315352.38066190475,1882.2,5.0,11881.42857142857,113.21443977000001,0.0,99.00172424285714,41066015773.809525,123.53970132809523,2.7571428571428567,2996.9,5.0,98.69906943190476,112.20413903761904,14412.57142857143,36.402380952380966,24.268253969047628,175.29333332380952,5.0,5523515.14245,109.89417988761909,209.90307292523806,0.9715255021999999,47.556892814761916
