,TX.VAL.MRCH.CD.WT,SP.RUR.TOTL.ZG,SH.STA.BASS.ZS,TX.VAL.MRCH.R6.ZS,TM.VAL.MRCH.R3.ZS,TX.VAL.MRCH.R2.ZS,TT.PRI.MRCH.XD.WD,TM.VAL.MRCH.HI.ZS,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SH.H2O.BASW.ZS,NY.ADJ.AEDU.GN.ZS,TM.VAL.MRCH.WL.CD,SE.PRM.DURS,NY.ADJ.DNGY.CD,TX.VAL.MRCH.RS.ZS,TX.VAL.MRCH.HI.ZS,TM.QTY.MRCH.XD.WD,TX.VAL.MRCH.OR.ZS,SP.RUR.TOTL.ZS,SP.POP.GROW,SP.URB.GROW,PA.NUS.FCRF,AG.LND.TOTL.K2,TX.VAL.MRCH.R4.ZS,TX.QTY.MRCH.XD.WD,TM.VAL.MRCH.R1.ZS,SE.PRM.AGES,TX.VAL.MRCH.R1.ZS,TM.VAL.MRCH.CD.WT,SP.URB.TOTL,TX.VAL.MRCH.WR.ZS,TM.VAL.MRCH.R6.ZS,NY.ADJ.DMIN.CD,TX.VAL.MRCH.R5.ZS,TX.UVI.MRCH.XD.WD,SH.H2O.SMDW.ZS,TM.VAL.MRCH.WR.ZS,SH.TBS.INCD,TX.VAL.MRCH.AL.ZS,TM.VAL.MRCH.XD.WD,SP.RUR.TOTL,AG.LND.FRST.K2,EN.POP.DNST,AG.LND.FRST.ZS,TX.VAL.MRCH.R3.ZS,TM.VAL.MRCH.OR.ZS,NY.ADJ.DCO2.CD,TX.VAL.MRCH.XD.WD,TM.VAL.MRCH.RS.ZS,TX.VAL.MRCH.WL.CD,TM.VAL.MRCH.R5.ZS,TM.UVI.MRCH.XD.WD
ASM,395428571.4285714,0.21989327523809526,60.88995587047617,8.860326428047617,0.9068245560000001,1.1810360229047618,145.25089372380953,71.80204557333334,87.69876190476191,57043.52380952381,99.21033639190476,11.760708999999997,179265709.33333334,6.0,0.0,0.2634990834285715,50.40486296238096,78.93111390809523,27.496583180142856,12.301238095238094,-0.15715211276190477,-0.21028902980952383,1.0,200.0,0.6333850140952378,62.527993675714285,23.85744160285714,6.0,21.835054777952386,535380952.38095236,50033.42857142857,21.835054777952386,2.902061752666666,0.0,10.555748002809526,212.84637063904762,89.59406656238096,23.85744160285714,6.267619047619048,0.9112243033809523,105.7882740404762,7010.0952380952385,174.3,285.21761904761905,87.15,6.266087712333333,4.338387180142858,13059282.792000001,114.15545331523808,0.002125644761904018,41842600.190476194,0.3379230669047618,143.51303876095238
