,SH.IMM.MEAS,ST.INT.ARVL,SH.XPD.GHED.PC.CD,SH.H2O.SMDW.UR.ZS,SH.DYN.1519,SH.ANM.CHLD.ZS,SE.PRM.AGES,NY.GDP.PCAP.CD,SH.STA.ODFC.ZS,SH.STA.BASS.ZS,SH.DYN.NMRT,NY.GDP.MKTP.KD,IS.AIR.PSGR,SP.RUR.TOTL.ZS,SP.POP.GROW,SH.DTH.MORT,PA.NUS.ATLS,NY.GDP.MKTP.KD.ZG,NY.GDP.DEFL.KD.ZG,SP.RUR.TOTL,SH.XPD.CHEX.PP.CD,SH.STA.ODFC.UR.ZS,SH.STA.BASS.UR.ZS,SH.DTH.IMRT,NY.GDP.MKTP.CN.AD,EN.POP.DNST,IP.PAT.RESD,EG.CFT.ACCS.ZS,SP.URB.TOTL,SH.XPD.GHED.CH.ZS,SH.H2O.BASW.UR.ZS,SH.DTH.NMRT,NY.GDP.DEFL.ZS,SP.URB.GROW,SH.PRG.ANEM,PA.NUS.FCRF,NY.GDP.MKTP.KN,NY.GDP.DEFL.KD.ZG.AD,EG.ELC.ACCS.ZS,IT.NET.BBND,IT.CEL.SETS.P2,EG.CFT.ACCS.RU.ZS,AG.LND.TOTL.K2,SH.XPD.CHEX.PC.CD,SH.TBS.INCD,SE.PRE.DURS,NY.GDP.MKTP.CN,SH.XPD.GHED.GE.ZS,SH.IMM.IDPT,SH.DYN.1014,SH.ANM.ALLW.ZS,SE.SEC.DURS,IT.MLT.MAIN,IP.PAT.NRES,EG.CFT.ACCS.UR.ZS,SP.DYN.IMRT.IN,SH.XPD.PVTD.PC.CD,SH.STA.SMSS.ZS,SH.DYN.MORT.MA,SH.DTH.1519,IT.NET.BBND.P2,SP.DYN.IMRT.FE.IN,SH.XPD.PVTD.CH.ZS,SH.STA.SMSS.UR.ZS,SH.DYN.MORT.FE,SH.DTH.1014,NY.ADJ.DMIN.CD,IT.CEL.SETS,SH.XPD.OOPC.PC.CD,NY.GDP.PCAP.KD.ZG,SH.XPD.GHED.PP.CD,SH.H2O.SMDW.ZS,SH.DYN.2024,SH.ANM.NPRG.ZS,SG.GEN.PARL.ZS,NY.GDP.PCAP.CN,EG.ELC.ACCS.UR.ZS,SH.XPD.OOPC.PP.CD,SH.DYN.MORT,SH.DTH.0509,NY.GDP.PCAP.KN,IT.MLT.MAIN.P2,SP.DYN.IMRT.MA.IN,SH.XPD.PVTD.PP.CD,SH.XPD.CHEX.GD.ZS,SH.DTH.2024,SE.PRM.DURS,NY.GDP.MKTP.CD,IS.AIR.DPRT,EG.ELC.ACCS.RU.ZS,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SH.XPD.GHED.GD.ZS,SH.IMM.HEPB,SH.H2O.BASW.ZS,SH.DYN.0509,NY.GDP.DEFL.ZS.AD,NY.ADJ.AEDU.GN.ZS,SH.XPD.OOPC.CH.ZS,SE.SEC.AGES,NY.GDP.PCAP.KD
MCO,92.75,297523.8095238095,2368.36474325,100.0,1.6333333333333333,12.415000000000003,6.0,150220.00067523815,0.0,100.0,2.1619047619047618,5202146225.761905,63362.818182,0.0,0.9961944826190476,1.9523809523809523,0.8429904761904762,2.6179563751428567,1.3257690552380952,0.0,2757.4470397500004,0.0,100.0,1.1904761904761905,4480603642.857142,17621.561303333336,6.571428571428571,100.0,35718.90476190476,81.76745109750001,100.0,1.0,95.44488572904764,0.9961944826190476,16.085,0.8431042790454545,4635938688.761905,1.3257690552380952,100.0,13316.190476190477,70.17073245142858,100.0,2.0270000000000006,2894.4098144000004,0.9352380952380953,3.0,4480603642.857142,7.770481490500001,99.0,0.5523809523809524,11.09,7.0,40303.42857142857,6.05,100.0,3.2761904761904765,526.0451047399999,100.0,4.433333333333334,0.9047619047619048,36.409498419666676,2.9095238095238094,18.232550239,100.0,3.5809523809523816,0.0,0.0,25458.14285714286,182.39768569199998,1.5985694620952382,2259.0123585499996,100.0,2.4047619047619047,10.89,23.80011292818182,123988.07973666668,100.0,175.37806888,4.014285714285714,0.0,128843.49081428573,112.25832726619049,3.6095238095238096,498.434653985,1.9513706454999995,1.0,5.0,5430575692.095238,11612.963622500001,100.0,100.0,35718.90476190476,1.5929726060000002,99.0,100.0,0.4761904761904763,95.44488572904764,1.1415000000000002,6.3915443665,11.0,144579.71176666665
