,NY.ADJ.DMIN.CD,AG.LND.FRST.ZS,SP.POP.TOTL,SH.H2O.BASW.ZS,EG.ELC.ACCS.UR.ZS,EG.ELC.ACCS.ZS,SP.POP.GROW,SP.DYN.TFRT.IN,SP.DYN.LE00.IN,SH.STA.ODFC.UR.ZS,SH.STA.BASS.UR.ZS,EN.POP.DNST,SP.DYN.LE00.MA.IN,SH.STA.ODFC.ZS,SH.STA.BASS.ZS,SP.DYN.CBRT.IN,SH.H2O.SMDW.ZS,AG.LND.FRST.K2,SP.DYN.CDRT.IN,SH.H2O.SMDW.UR.ZS,AG.LND.TOTL.K2,SP.DYN.LE00.FE.IN,SH.H2O.BASW.UR.ZS
MAF,0.0,21.85854341714286,35322.28571428572,99.99984691666666,99.95237441285714,99.99697258380952,1.5153686607619048,1.8190476190476192,78.51300812952381,0.0,99.4954072,677.7587464952381,75.41428571428571,0.0,99.4954072,16.366666666666664,96.69985196809525,11.371428571428575,3.9142857142857146,96.69985196809525,52.199999999999996,81.76666666666667,99.99984691666666
