,SP.POP.TOTL.MA.IN,SP.POP.7074.FE.5Y,SP.POP.4549.FE.5Y,SP.POP.1564.FE.IN,SP.DYN.CBRT.IN,SL.TLF.ACTI.MA.ZS,SL.EMP.VULN.ZS,SL.EMP.1524.SP.ZS,SH.H2O.SMDW.ZS,SP.POP.TOTL.FE.IN,SP.POP.65UP.TO,SP.POP.4044.FE.5Y,SP.POP.1519.FE.5Y,SP.DYN.AMRT.FE,SL.TLF.ACTI.1524.ZS,SL.EMP.VULN.FE.ZS,SL.EMP.1524.SP.MA.ZS,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SP.POP.65UP.MA.ZS,SP.POP.3539.MA.5Y,SP.POP.1014.MA.5Y,SP.ADO.TFRT,SL.UEM.TOTL.MA.ZS,SL.UEM.1524.ZS,SL.TLF.CACT.MA.ZS,SL.IND.EMPL.ZS,SL.EMP.TOTL.SP.ZS,SH.H2O.BASW.ZS,NY.ADJ.AEDU.GN.ZS,SP.POP.7579.MA.5Y,SP.POP.5054.MA.5Y,SP.POP.1564.MA.ZS,SP.POP.0004.MA.5Y,SL.EMP.WORK.ZS,SL.EMP.MPYR.ZS,AG.LND.FRST.K2,SP.RUR.TOTL.ZS,SP.POP.GROW,SP.POP.65UP.FE.IN,SP.POP.3034.FE.5Y,SP.POP.0509.FE.5Y,SP.DYN.TFRT.IN,SL.TLF.ACTI.1524.FE.ZS,SL.AGR.EMPL.ZS,SP.URB.GROW,SP.POP.65UP.FE.ZS,SP.POP.3034.MA.5Y,SP.POP.0509.MA.5Y,SP.DYN.TO65.FE.ZS,SL.UEM.TOTL.FE.ZS,SL.UEM.1524.MA.ZS,SL.TLF.CACT.FM.ZS,SL.IND.EMPL.FE.ZS,SL.EMP.TOTL.SP.MA.ZS,PA.NUS.FCRF,EG.ELC.ACCS.ZS,SP.RUR.TOTL,SP.POP.DPND.OL,SP.POP.6569.FE.5Y,SP.POP.2529.FE.5Y,SP.POP.0014.TO,SP.DYN.LE00.IN,SL.SRV.EMPL.MA.ZS,SL.FAM.WORK.MA.ZS,SL.AGR.EMPL.FE.ZS,SP.URB.TOTL,SP.POP.65UP.MA.IN,SP.POP.3539.FE.5Y,SP.POP.1014.FE.5Y,SP.DYN.TO65.MA.ZS,SL.TLF.ACTI.1524.MA.ZS,SL.IND.EMPL.MA.ZS,SL.EMP.1524.SP.FE.ZS,AG.LND.FRST.ZS,SP.POP.80UP.FE.5Y,SP.POP.5559.FE.5Y,SP.POP.1564.TO,SP.POP.0014.FE.IN,SL.EMP.SELF.FE.ZS,NY.ADJ.DMIN.CD,SP.POP.80UP.MA.5Y,SP.POP.5559.MA.5Y,SP.POP.1564.TO.ZS,SP.POP.0014.FE.ZS,SL.EMP.SELF.MA.ZS,EG.ELC.ACCS.UR.ZS,SP.POP.7579.FE.5Y,SP.POP.5054.FE.5Y,SP.POP.1564.MA.IN,SP.POP.0004.FE.5Y,SL.EMP.WORK.MA.ZS,SL.EMP.MPYR.MA.ZS,SP.RUR.TOTL.ZG,SP.POP.DPND.YG,SP.POP.6569.MA.5Y,SP.POP.2529.MA.5Y,SP.POP.0014.TO.ZS,SP.DYN.LE00.MA.IN,SL.UEM.1524.FE.ZS,SL.TLF.CACT.FE.ZS,SL.SRV.EMPL.ZS,SL.FAM.WORK.ZS,SL.EMP.TOTL.SP.FE.ZS,SL.AGR.EMPL.MA.ZS,SH.STA.ODFC.ZS,SH.STA.BASS.ZS,EN.POP.DNST,EG.ELC.ACCS.RU.ZS,ST.INT.ARVL,SP.POP.TOTL.FE.ZS,SP.POP.65UP.TO.ZS,SP.POP.4044.MA.5Y,SP.POP.1519.MA.5Y,SP.DYN.AMRT.MA,SL.UEM.TOTL.ZS,SL.TLF.CACT.ZS,SL.TLF.ACTI.FE.ZS,SL.EMP.VULN.MA.ZS,SE.PRM.AGES,SP.POP.6064.FE.5Y,SP.POP.2024.FE.5Y,SP.POP.0014.MA.IN,SL.TLF.TOTL.FE.ZS,SL.EMP.SELF.ZS,SE.PRM.DURS,NY.ADJ.DNGY.CD,ST.INT.RCPT.CD,SP.POP.TOTL.MA.ZS,SP.POP.7074.MA.5Y,SP.POP.4549.MA.5Y,SP.POP.1564.FE.ZS,SP.DYN.CDRT.IN,SL.TLF.ACTI.ZS,SL.EMP.WORK.FE.ZS,SL.EMP.MPYR.FE.ZS,SP.POP.DPND,SP.POP.6064.MA.5Y,SP.POP.2024.MA.5Y,SP.POP.0014.MA.ZS,SP.DYN.LE00.FE.IN,SL.TLF.TOTL.IN,SL.SRV.EMPL.FE.ZS,SL.FAM.WORK.FE.ZS,AG.LND.TOTL.K2
VIR,51764.857142857145,3.981720928380952,7.086528912904761,36653.52380952381,13.838095238095242,76.764,2.4199999956999996,31.12985738095239,97.82677076142856,56228.380952380954,15117.952380952382,6.783770803428571,6.787363532190476,50.99928571428571,41.02276157142857,2.4699999988499997,42.567619143809516,94.46980952380953,107993.23809523809,13.462531757333332,5.902626426999999,7.839266489619048,42.801228571428574,10.720409090909094,24.175809497619042,65.77854537954545,22.113999938,51.4235000609091,98.71830259333332,9.356177199999998,2.390433708142857,7.039040412095238,63.777147901904776,7.221078842761905,93.9805000305,3.6010000229000005,193.49523809523805,5.530190476190478,-0.10233805628571427,8168.571428571428,5.823117585857143,6.849081602571428,2.1480952380952383,28.468904496666667,2.3785000026,0.08551883604761902,14.526681419476192,5.279732538809524,7.69997500895238,91.04773633333332,13.082363604545456,20.437285649999996,78.35990985818181,8.58400003935,58.7397271940909,1.0,100.0,5977.9047619047615,21.974325110476187,5.287946334380952,5.65463291552381,23197.0,78.24727061523808,60.67150020550001,0.28400000029999994,0.7044999987,102015.33333333333,6948.857142857143,6.34420787452381,7.058090391047619,84.89325055238095,53.606809343333325,35.31649999550001,19.784095309999998,55.28435374190475,2.666573296047619,7.031036620761905,69678.66666666667,11406.333333333334,6.0219999789,0.0,1.9621390565238097,7.0014857013333325,64.50787847000001,20.287321746190475,6.017499947550001,100.0,2.5904408611904763,7.232827796904762,33025.23809523809,6.3801497527619055,93.98249969600002,3.6459999800000005,-3.193586958190476,33.259047928571434,5.231548827904762,5.275986390142857,21.47205537142857,74.9952380952381,31.467761812380953,51.63231832363636,75.5094993585,0.31900000274999996,44.921454862727266,4.0124999882,0.0,99.19473175714286,308.5521088428572,100.0,2755047.619047619,52.06812386380952,14.020066159523807,6.4862742279047625,7.370977745190476,84.31761904761905,11.82595456727273,58.286454634090916,67.4055,2.3719999879499998,6.0,6.329228340809524,6.113282450666666,11790.666666666666,46.71265429818182,6.02049996845,6.0,0.0,1212380952.3809524,47.93187613619048,3.8784101648571423,6.832658184285715,65.18599683428572,6.7476190476190485,71.84049999999999,93.9784996035,3.554000043800001,55.23337303952381,6.358239711761904,6.230126562619048,22.76032034047619,81.66190476190475,49436.454545454544,90.717499924,0.35350000265000003,350.0
