,TX.VAL.MRCH.RS.ZS,SH.XPD.OOPC.PC.CD,SE.COM.DURS,NY.GDP.PCAP.KD.ZG,SP.DYN.IMRT.FE.IN,SH.XPD.PVTD.CH.ZS,SH.DYN.MORT.FE,SH.DTH.1014,NY.GDP.PCAP.PP.CD,NY.ADJ.DMIN.CD,FI.RES.TOTL.CD,AG.LND.FRST.ZS,TX.VAL.MRCH.R3.ZS,TM.VAL.MRCH.OR.ZS,SH.XPD.GHED.GE.ZS,SH.IMM.IDPT,SH.DYN.1014,SH.ANM.ALLW.ZS,SE.SEC.DURS,TX.VAL.MRCH.R2.ZS,TM.VAL.MRCH.HI.ZS,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SH.XPD.GHED.GD.ZS,SH.IMM.HEPB,SH.H2O.BASW.ZS,SH.DYN.0509,PA.NUS.PPPC.RF,NY.GDP.MKTP.PP.KD,NY.GDP.DEFL.ZS.AD,NY.ADJ.AEDU.GN.ZS,TM.VAL.MRCH.WL.CD,SP.DYN.IMRT.MA.IN,SH.XPD.PVTD.PP.CD,SH.XPD.CHEX.GD.ZS,SH.DTH.2024,SE.PRM.DURS,NY.GDP.MKTP.CD,TX.VAL.MRCH.OR.ZS,SP.URB.GROW,SH.PRG.ANEM,PA.NUS.FCRF,NY.GDP.MKTP.KN,NY.GDP.DEFL.KD.ZG.AD,EG.ELC.ACCS.UR.ZS,EG.ELC.ACCS.ZS,TX.VAL.MRCH.HI.ZS,SP.RUR.TOTL.ZS,SP.POP.GROW,SH.DTH.MORT,PA.NUS.ATLS,NY.GDP.MKTP.KD.ZG,NY.GDP.DEFL.KD.ZG,TX.VAL.MRCH.AL.ZS,SP.RUR.TOTL,SH.XPD.CHEX.PP.CD,SH.DTH.IMRT,NY.GDP.MKTP.CN.AD,EG.ELC.ACCS.RU.ZS,EN.POP.DNST,SP.RUR.TOTL.ZG,SH.STA.ODFC.ZS,SH.STA.BASS.ZS,SH.DYN.NMRT,NY.GDP.MKTP.KD,TM.VAL.MRCH.R2.ZS,SH.XPD.GHED.PP.CD,SH.H2O.SMDW.ZS,SH.DYN.2024,SH.ANM.NPRG.ZS,SG.GEN.PARL.ZS,NY.GDP.PCAP.CN,AG.LND.FRST.K2,FR.INR.DPST,IT.CEL.SETS,FR.INR.LEND,SH.XPD.OOPC.CH.ZS,SG.LAW.INDX,SE.SEC.AGES,NY.GDP.PCAP.KD,ST.INT.ARVL,SH.XPD.GHED.PC.CD,SH.IMM.MEAS,SH.DYN.1519,SH.ANM.CHLD.ZS,SE.PRM.AGES,NY.GDP.PCAP.CD,IT.MLT.MAIN,EG.CFT.ACCS.UR.ZS,IT.CEL.SETS.P2,FR.INR.LNDP,FI.RES.XGLD.CD,EG.CFT.ACCS.RU.ZS,AG.LND.TOTL.K2,EG.CFT.ACCS.ZS,SH.XPD.CHEX.PC.CD,SH.TBS.INCD,SE.PRE.DURS,NY.GDP.MKTP.CN,TM.VAL.MRCH.RS.ZS,SP.DYN.IMRT.IN,SH.XPD.PVTD.PC.CD,SH.STA.SMSS.ZS,SH.DYN.MORT.MA,SH.DTH.1519,NY.GDP.PCAP.PP.KD,TX.VAL.MRCH.R1.ZS,SP.URB.TOTL,SH.XPD.GHED.CH.ZS,SH.DTH.NMRT,PA.NUS.PPP,NY.GDP.MKTP.PP.CD,NY.GDP.DEFL.ZS,TX.VAL.MRCH.WL.CD,SH.XPD.OOPC.PP.CD,SH.DYN.MORT,SH.DTH.0509,NY.GDP.PCAP.KN,IT.MLT.MAIN.P2
SMR,0.05091836442857142,635.402095355,10.0,-0.8231698933000002,2.5523809523809526,20.532968902,2.852380952380953,0.0,60727.96145299999,0.0,424734717.6999999,16.66666667,2.2583970561904763,1.0825372348095237,21.378367707000002,90.9047619047619,0.4476190476190479,11.174999999999999,8.0,3.944470441285714,98.87883144238097,95.61085714285716,31133.571428571428,4.993939231500001,89.47619047619048,100.0,0.38095238095238093,0.8739262565500001,2174428337.45,104.54595235449999,3.5509600000000012,311501702.28571427,3.019047619047619,698.8347773849999,6.254435229499999,0.9047619047619048,5.0,1655450381.05,8.688696469238097,1.2833516065238098,16.285,0.844593189,1302277549.75,1.4845997269499998,100.0,100.0,91.26038516857145,4.389142857142856,1.0642372897619048,0.8571428571428571,0.8430809523809524,0.2763627922999999,1.4845997269499998,7.0363403713000015,1338.952380952381,3476.54453125,0.7619047619047619,1356421329.2,100.0,518.8928571380953,-3.757617243619048,0.0,100.0,1.4952380952380953,1597734375.1,0.7269436458499999,2777.7097430000003,100.0,2.0333333333333337,11.055000000000001,19.31818181909091,43913.07834749999,10.0,1.6698682612,28160.380952380954,5.4600525222,19.678543853499995,79.0909090909091,11.0,51979.11075199999,2243650.0,2640.16005725,89.04761904761905,1.3571428571428572,11.745000000000001,6.0,53469.101433,19087.95238095238,100.0,88.79674051571429,3.790184260999998,424734717.6999999,100.0,60.0,100.0,3303.6587647,0.5857142857142857,3.4285714285714284,1356421329.2,0.038631325095238096,2.8,663.498706255,70.37149999999998,3.4095238095238094,0.14285714285714285,70740.70204450001,0.6691566445499999,29794.619047619046,79.46703186150002,0.2857142857142857,0.7231878309499999,1880899129.5,104.54595235449999,119274389.23809524,669.3939146849998,3.147619047619048,0.0,42367.01046500001,61.96442561142857
