,TX.UVI.MRCH.XD.WD,NY.GDP.PCAP.CN,NY.GDP.FCST.CD,NY.ADJ.DFOR.CD,NV.FSM.TOTL.CN,SE.SEC.DURS,NY.ADJ.DCO2.CD,NV.IND.TOTL.ZS,EG.EGY.PRIM.PP.KD,TT.PRI.MRCH.XD.WD,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,NY.ADJ.AEDU.GN.ZS,TM.UVI.MRCH.XD.WD,NY.TAX.NIND.CD,NV.IND.MANF.CD,AG.LND.FRST.K2,TM.QTY.MRCH.XD.WD,SP.RUR.TOTL.ZS,SP.POP.GROW,PA.NUS.ATLS,NV.IND.TOTL.CN,NV.AGR.TOTL.CD,SP.URB.GROW,PA.NUS.FCRF,NV.SRV.TOTL.ZS,NV.AGR.TOTL.CN,EG.ELC.ACCS.ZS,TM.VAL.MRCH.XD.WD,SP.RUR.TOTL,NV.IND.MANF.ZS,SP.URB.TOTL,AG.LND.FRST.ZS,NY.TAX.NIND.CN,NY.ADJ.DMIN.CD,NV.IND.MANF.CN,TX.VAL.MRCH.XD.WD,EG.ELC.ACCS.UR.ZS,SE.COM.DURS,SP.RUR.TOTL.ZG,NV.IND.TOTL.CD,EN.POP.DNST,EG.ELC.ACCS.RU.ZS,TX.QTY.MRCH.XD.WD,SE.PRM.AGES,NY.GDP.PCAP.CD,NV.AGR.TOTL.ZS,SE.PRM.DURS,NY.GDP.MKTP.CD,NY.ADJ.DNGY.CD,NV.SRV.TOTL.CD,SE.SEC.AGES,NY.GDP.FCST.CN,SH.TBS.INCD,SE.PRE.DURS,NY.GDP.MKTP.CN,NV.SRV.TOTL.CN,AG.LND.TOTL.K2
TCA,98.04444514333335,22833.188215238093,643102390.0,0.0,51007638.0952381,5.0,5016518.86955,13.678631100238093,4.531499999999999,74.34070050714286,89.83399999999999,31534.238095238095,2.572589920899999,134.19440027714288,118437660.0,9023295.0,105.20000000000002,166.40157911904762,10.165999999999999,3.372574420666667,1.0,98151676.1904762,4933615.0,3.905097240952381,1.0,77.70871050619049,4918666.666666667,97.86430140904763,224.56511501904765,3057.5714285714284,1.5030236281428573,28476.666666666668,11.073684210000003,114467709.52380952,0.0,9110014.285714285,114.99822054952384,99.88546825619046,13.0,-1.0825479888571432,100661030.0,33.193934836666664,87.0573585147619,118.78260022523807,6.0,23183.010335000003,0.7694334480476189,6.0,761540044.5,0.0,590021660.0,12.0,626020119.0476191,17.74761904761905,2.0,740487804.2857143,574023123.8095238,950.0
