,EG.EGY.PRIM.PP.KD,BX.KLT.DINV.CD.WD,ST.INT.RCPT.CD,SP.DYN.CDRT.IN,SE.SEC.AGES,IT.MLT.MAIN,TT.PRI.MRCH.XD.WD,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SE.PRM.DURS,NY.ADJ.DNGY.CD,EG.ELC.ACCS.RU.ZS,SE.COM.DURS,TM.QTY.MRCH.XD.WD,SP.RUR.TOTL.ZS,SP.POP.GROW,SP.URB.GROW,PA.NUS.FCRF,IT.CEL.SETS.P2,AG.LND.TOTL.K2,TX.QTY.MRCH.XD.WD,ST.INT.ARVL,SE.PRM.AGES,SP.URB.TOTL,NY.ADJ.DMIN.CD,EG.ELC.ACCS.UR.ZS,BM.KLT.DINV.CD.WD,TX.UVI.MRCH.XD.WD,SP.DYN.CBRT.IN,SH.TBS.INCD,IT.CEL.SETS,EG.ELC.ACCS.ZS,TM.VAL.MRCH.XD.WD,SP.RUR.TOTL,AG.LND.FRST.K2,EN.POP.DNST,AG.LND.FRST.ZS,SE.SEC.DURS,NY.ADJ.DCO2.CD,TX.VAL.MRCH.XD.WD,TM.UVI.MRCH.XD.WD,IT.MLT.MAIN.P2
CYM,1.939,18476211438.57619,585000000.0,3.2952380952380946,11.0,36298.85,76.02594232238094,100.0,55444.52380952381,6.0,0.0,100.0,12.0,100.69397910476188,0.0,2.314306491714286,2.314306491714286,0.83333,136.404939285,240.0,169.50542272238096,1883857.142857143,5.0,55444.52380952381,0.0,100.0,11914043503.139523,112.31182520380952,13.200000000000003,4.951904761904761,77669.15,100.0,147.98326134285713,0.0,127.79285714285713,231.0188492,53.24702380952381,6.0,15405157.017700002,187.03282368380954,153.56333713095236,67.37986705200001
