,EG.EGY.PRIM.PP.KD,BX.KLT.DINV.CD.WD,TX.VAL.MRCH.CD.WT,TG.VAL.TOTL.GD.ZS,SP.DYN.LE00.MA.IN,SH.STA.ODFC.ZS,SH.STA.BASS.ZS,NY.GDP.MKTP.KD,NY.GDP.COAL.RT.ZS,TX.VAL.MRCH.R6.ZS,TM.VAL.MRCH.R3.ZS,SP.DYN.CDRT.IN,SE.SEC.AGES,NY.GDP.PCAP.KD,TX.VAL.MRCH.R2.ZS,TT.PRI.MRCH.XD.WD,TM.VAL.MRCH.HI.ZS,NY.GDP.DEFL.ZS.AD,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SH.H2O.BASW.ZS,PA.NUS.PPPC.RF,NY.GDP.MKTP.PP.KD,NY.ADJ.AEDU.GN.ZS,TM.VAL.MRCH.WL.CD,SE.PRM.DURS,NY.GDP.PETR.RT.ZS,NY.GDP.MKTP.CD,NY.ADJ.DNGY.CD,EG.ELC.ACCS.RU.ZS,BX.KLT.DINV.WD.GD.ZS,TX.VAL.MRCH.RS.ZS,TM.VAL.MRCH.R4.ZS,SE.COM.DURS,NY.GDP.PCAP.KD.ZG,NY.ADJ.DKAP.CD,CM.MKT.TRAD.CD,TX.VAL.MRCH.HI.ZS,TM.QTY.MRCH.XD.WD,SP.RUR.TOTL.ZS,SP.POP.GROW,SP.DYN.TFRT.IN,PA.NUS.ATLS,NY.GDP.MKTP.KD.ZG,NY.GDP.DEFL.KD.ZG,TX.VAL.MRCH.OR.ZS,TM.VAL.MRCH.AL.ZS,SP.URB.GROW,PA.NUS.FCRF,NY.GDP.MKTP.KN,NY.GDP.DEFL.KD.ZG.AD,CM.MKT.TRNR,AG.LND.TOTL.K2,TX.VAL.MRCH.R4.ZS,TX.QTY.MRCH.XD.WD,TM.VAL.MRCH.R1.ZS,ST.INT.ARVL,SE.PRM.AGES,NY.GDP.PCAP.CD,TX.VAL.MRCH.R1.ZS,TM.VAL.MRCH.CD.WT,SP.URB.TOTL,SH.H2O.BASW.UR.ZS,PA.NUS.PPP,NY.GDP.MKTP.PP.CD,NY.GDP.DEFL.ZS,TM.VAL.MRCH.R6.ZS,NY.GDP.PCAP.PP.CD,NY.GDP.FRST.RT.ZS,NY.ADJ.DMIN.CD,EG.ELC.ACCS.UR.ZS,BM.KLT.DINV.CD.WD,TX.VAL.MRCH.R5.ZS,TX.UVI.MRCH.XD.WD,TM.VAL.MRCH.R2.ZS,SP.DYN.CBRT.IN,NY.GDP.PCAP.CN,SP.DYN.LE00.FE.IN,SH.TBS.INCD,SE.PRE.DURS,NY.GDP.TOTL.RT.ZS,NY.GDP.MKTP.CN,CM.MKT.TRAD.GD.ZS,EG.ELC.ACCS.ZS,BM.KLT.DINV.WD.GD.ZS,TX.VAL.MRCH.AL.ZS,TM.VAL.MRCH.XD.WD,SP.RUR.TOTL,SP.DYN.LE00.IN,SH.STA.ODFC.UR.ZS,SH.STA.BASS.UR.ZS,NY.GDP.MKTP.CN.AD,CM.MKT.LCAP.GD.ZS,AG.LND.FRST.K2,EN.POP.DNST,CM.MKT.LCAP.CD,CM.MKT.LDOM.NO,AG.LND.FRST.ZS,TX.VAL.MRCH.R3.ZS,TX.MNF.TECH.ZS.UN,TM.VAL.MRCH.OR.ZS,SE.SEC.DURS,NY.GDP.NGAS.RT.ZS,NY.ADJ.DCO2.CD,TX.VAL.MRCH.XD.WD,TM.VAL.MRCH.RS.ZS,ST.INT.TVLR.CD,NY.GDP.PCAP.PP.KD,NY.GDP.MINR.RT.ZS,TX.VAL.MRCH.WL.CD,TM.VAL.MRCH.R5.ZS,TM.UVI.MRCH.XD.WD,NY.GDP.PCAP.KN,NV.MNF.TECH.ZS.UN
BMU,1.5524999999999998,84186163.56552379,28761904.76190476,17.1552871047619,76.8107619047619,0.0,99.93130757952378,7207782002.285714,0.0,14.332010353142856,2.021125345238095,7.423809523809524,11.0,112212.09075238094,1.8364031509523808,92.5511166257143,89.63023002714287,90.9527534547619,100.0,64229.142857142855,99.93130757952378,1.3479815996190476,5500418207.904762,2.111318164500001,1371874863.4285715,6.0,0.0,5982731095.238095,0.0,100.0,1.6159906263333337,0.7004447749999999,0.02114822661904762,13.0,0.06689771657142829,327070365.755,81977000.0,72.4375397938095,97.6258511109524,0.0,0.1991961611904762,1.602380952380952,1.0,0.273589890238095,3.408382509428571,26.862015430285716,0.03153538747619048,0.1991961611904762,1.0,6796407514.285714,2.732098613714286,3.73490336555,54.0,0.6362113742499999,49.49861706714286,4.403200433238096,566923.8095966666,5.0,92947.17308047619,0.029763118142857137,964809523.8095238,64229.142857142855,99.93130757952378,1.3479815996190476,4530462723.0,88.65355742476191,1.621112138761905,70476.03286809524,0.0,0.0,100.0,30624691.54428571,6.035770412428572,130.70040691285712,0.8500767318571432,11.242857142857144,92947.17308047619,83.20761904761905,3.2190476190476187,1.0,0.0,5982731095.238095,1.5618721841,100.0,0.5214190855238096,3.0645985362857138,134.18351547619045,0.0,79.93118002285712,0.0,99.93130757952378,6140846941.571428,36.39157674542857,10.0,1189.4285713333334,2020527078.6190476,16.25,18.518518519999994,4.022152801,35.75596806349999,9.13024419242857,7.0,0.0,16665648.96485,56.38412698428573,1.2395257801428574,430523809.52380955,85631.53366333332,0.0,416028346.95238096,0.2135813144761905,142.04237409666663,105807.73622238095,23.228489337999996
