,TX.UVI.MRCH.XD.WD,SP.DYN.CBRT.IN,SH.H2O.SMDW.ZS,NY.GDP.PCAP.CN,TX.VAL.MRCH.R3.ZS,TM.VAL.MRCH.OR.ZS,NY.ADJ.DCO2.CD,IT.MLT.MAIN,EG.ELC.ACCS.ZS,TX.VAL.MRCH.R6.ZS,SP.DYN.CDRT.IN,NY.GDP.PCAP.KD,IT.CEL.SETS,AG.LND.FRST.K2,TX.VAL.MRCH.OR.ZS,SP.URB.GROW,SH.H2O.BASW.RU.ZS,PA.NUS.FCRF,NY.GDP.MKTP.KN,NY.GDP.DEFL.KD.ZG.AD,TX.VAL.MRCH.XD.WD,TM.VAL.MRCH.RS.ZS,SH.STA.SMSS.ZS,EG.ELC.ACCS.UR.ZS,TX.VAL.MRCH.WL.CD,TM.UVI.MRCH.XD.WD,NY.GDP.PCAP.KN,IT.MLT.MAIN.P2,TX.VAL.MRCH.HI.ZS,TM.QTY.MRCH.XD.WD,SP.RUR.TOTL.ZS,SP.POP.GROW,SP.DYN.TFRT.IN,PA.NUS.ATLS,NY.GDP.MKTP.KD.ZG,NY.GDP.DEFL.KD.ZG,AG.LND.FRST.ZS,SP.DYN.LE00.FE.IN,SH.TBS.INCD,SH.STA.ODFC.RU.ZS,SH.STA.BASS.RU.ZS,NY.GDP.MKTP.CN,TX.VAL.MRCH.CD.WT,TG.VAL.TOTL.GD.ZS,SP.RUR.TOTL.ZG,SP.DYN.LE00.MA.IN,SH.STA.ODFC.ZS,SH.STA.BASS.ZS,NY.GDP.MKTP.KD,EN.POP.DNST,TX.VAL.MRCH.RS.ZS,NY.GDP.PCAP.KD.ZG,TM.VAL.MRCH.WL.CD,NY.GDP.MKTP.CD,NY.ADJ.DNGY.CD,NY.ADJ.DMIN.CD,TX.QTY.MRCH.XD.WD,NY.GDP.PCAP.CD,TX.VAL.MRCH.R2.ZS,TT.PRI.MRCH.XD.WD,TM.VAL.MRCH.HI.ZS,SP.URB.TOTL.IN.ZS,SP.POP.TOTL,SH.H2O.BASW.ZS,NY.GDP.DEFL.ZS.AD,TM.VAL.MRCH.XD.WD,SP.RUR.TOTL,SP.DYN.LE00.IN,SH.STA.ODFC.UR.ZS,SH.STA.BASS.UR.ZS,NY.GDP.MKTP.CN.AD,TX.VAL.MRCH.R1.ZS,TM.VAL.MRCH.CD.WT,SP.URB.TOTL,SH.H2O.BASW.UR.ZS,NY.GDP.DEFL.ZS,IT.CEL.SETS.P2,AG.LND.TOTL.K2,EG.ELC.ACCS.RU.ZS
GRL,114.96870585619047,15.17619047619048,95.70951100857144,245593.229555,0.011343240549999998,2.594511982428572,15511952.1925,20244.7,100.0,0.39199807680952387,8.304761904761904,40790.69936700001,50242.0,2.2000000000000006,2.0536020501904764,0.3503792142380953,100.0,6.3007101500000005,13193316855.0,2.22327297415,173.83308540333334,5.891436074428571,88.17888091857142,100.0,483514729.61904764,142.78088246476187,233607.761185,35.74227711900001,97.94393583190475,134.40746883476191,15.53947619047619,0.022609849285714294,2.2082857142857137,6.301359628761905,2.5235566243500003,2.22327297415,0.000535997,72.37333333333332,150.85714285714286,0.0,99.59758551000002,13864900000.0,474428571.4285714,52.030934894500014,-1.7679528785238101,67.63047619047619,0.0,99.5972436361905,2303710368.05,0.13762119400000003,0.002462116714286248,2.5122661321999997,743697671.4761904,2262559144.25,0.0,2695415.69996,149.3195362714286,40067.987446,0.9010001222380952,81.19011640666665,91.51405194380952,84.4605238095238,56486.619047619046,100.00000040857142,103.6278018645,194.92709025190476,8780.380952380952,69.94406504095238,0.0,99.59718025999997,13864900000.0,0.5644355200476191,711523809.5238096,47706.23809523809,100.0,103.6278018645,88.70738542950001,410450.0,100.0
